,RK,Name,POS,REC,YDS,AVG,LNG,TD,Team
0,1,Tetairoa McMillan,WR,10,304,30.4,78,4,ARIZ
1,2,Damon Ward Jr.,WR,12,230,19.2,54,2,UNT
2,3,Luke Wysong,WR,14,224,16.0,53,1,UNM
3,4,Jimmy Horn Jr.,WR,7,198,28.3,69,1,COLO
4,5,Malik Rutherford,WR,11,197,17.9,52,1,GT
5,5,Jamaal Pritchett,WR,10,197,19.7,52,1,USA
6,7,Pofele Ashlock,WR,14,193,13.8,29,1,HAW
7,8,Corey Rucker,WR,9,179,19.9,58,1,ARST
8,8,Tre Harris,WR,8,179,22.4,61,2,MISS
9,10,Tai Felton,WR,7,178,25.4,75,2,MD
10,11,RJ Maryland,TE,9,173,19.2,49,1,SMU
11,12,Nick Nash,WR,10,170,17.0,26,2,SJSU
12,13,Josh Kelly,WR,10,156,15.6,35,1,TTU
13,14,Dijon Stanley,RB,3,150,50.0,79,2,UTAH
14,15,Kyle Williams,WR,4,141,35.3,59,2,WSU
15,15,Skyler Bell,WR,5,141,28.2,37,0,CONN
16,17,Jack Bech,WR,6,139,23.2,46,1,TCU
17,17,Ryan Williams,WR,2,139,69.5,84,2,ALA
18,19,Coleman Owen,WR,10,137,13.7,27,0,OHIO
19,20,Jaylin Noel,WR,8,135,16.9,54,1,ISU
20,21,Travis Hunter,ATH,7,132,18.9,41,3,COLO
21,22,Kyrese White,WR,3,131,43.7,57,2,USU
22,23,Mario Williams,WR,4,124,31.0,68,0,TULN
23,24,Isaiah Neyor,WR,6,121,20.2,59,1,NEB
24,24,Ja'Khi Douglas,WR,8,121,15.1,30,0,FSU
25,24,Kevin Concepcion,WR,9,121,13.4,35,3,NCSU
26,27,Harrison Wallace,WR,5,117,23.4,50,2,IIIPSU
27,28,Isiah Paige,WR,8,115,14.4,72,1,ODU
28,29,Jaden Smith,WR,10,113,11.3,25,0,NEV
29,30,Xavier Restrepo,WR,7,112,16.0,40,1,MIA
30,30,Jordan Moore,WR,7,112,16.0,47,0,DUKE
31,32,Luke Grimm,WR,6,111,18.5,58,1,KU
32,33,Treon Sibley,WR,5,109,21.8,70,1,LIB
33,33,Solomon Davis,WR,4,109,27.3,72,2,CMU
34,35,Oronde Gadsden,TE,7,108,15.4,28,1,IISYR
35,35,Chase Roberts,WR,7,108,15.4,25,0,BYU
36,37,JP Richardson,WR,6,107,17.8,34,0,TCU
37,38,Dont'e Thornton Jr.,WR,3,105,35.0,59,2,TENN
38,38,Cade McDonaldM-,WR,8,105,13.1,24,0,OH
39,38,Kenny Johnson,WR,7,105,15.0,46,1,PITT
40,41,Jordan Mosley,WR,5,104,20.8,65,1,MSST
41,41,Trayvon Rudolph,WR,4,104,26.0,47,1,NIU
42,41,Luke Floriea,WR,6,104,17.3,41,1,KENT
43,44,Kaedin Robinson,WR,8,103,12.9,47,0,APP
44,45,Devonte Ross,WR,7,102,14.6,29,1,TROY
45,45,Rico Flores Jr.,WR,3,102,34.0,53,1,UCLA
46,45,Elic Ayomanor,WR,7,102,14.6,29,0,STAN
47,48,Kris Hutson,WR,4,101,25.3,59,1,WSU
48,48,Xzavier Henderson,WR,7,101,14.4,42,1,CIN
49,50,Taylor Morin,WR,6,100,16.7,51,0,WAKE
50,50,Malachi Fields,WR,5,100,20.0,41,0,UVA
51,52,Cameron Camper,WR,4,99,24.8,53,0,BOIS
52,53,Giles Jackson,WR,10,98,9.8,23,0,WASH
53,53,Jerjuan Newton,WR,5,98,19.6,54,1,TOL
54,53,Tray Taylor,WR,3,98,32.7,59,1,CCU
55,56,Christian Fitzpatrick,WR,4,97,24.3,67,1,MRSH
56,56,Jalen Moss,WR,6,97,16.2,28,0,FRES
57,58,Grayson Barnes,TE,5,95,19.0,60,1,NIU
58,59,Kentron Poitier,WR,4,94,23.5,29,1,FSU
59,59,Kyren Lacy,WR,7,94,13.4,26,1,LSU
60,59,Cortez Braham Jr.,WR,8,94,11.8,48,1,NEV
61,62,Derwin Burgess Jr.,WR,4,93,23.3,48,0,GASO
62,62,Qua'Vez Humphreys,WR,3,93,31.0,67,1,SHSU
63,64,Michael Pettway,WR,1,92,92.0,92,1,JVST
64,64,Jeremiah Smith,WR,6,92,15.3,45,2,OSU
65,66,Ali Jennings,WR,2,91,45.5,62,1,VT
66,66,Bryce Kirtz,WR,6,91,15.2,33,0,NU
67,66,Joey Hobert,WR,6,91,15.2,37,2,TXST
68,66,Louis Brown,WR,3,91,30.3,44,1,IVSDSU
69,66,Malcolm Simmons,WR,3,91,30.3,57,1,AUB
70,71,Bru McCoy,WR,6,89,14.8,37,0,TENN
71,71,Joe Royer,TE,5,89,17.8,38,0,CIN
72,71,Christan Horn,WR,3,89,29.7,83,1,APP
73,71,Elijah Arroyo,TE,4,89,22.3,29,0,MIA
74,71,Oran Singleton,WR,8,89,11.1,33,1,EMU
75,76,Kevin Coleman,WR,5,88,17.6,25,1,MSST
76,76,Zion Steptoe,WR,5,88,17.6,29,0,TLSA
77,78,Roc Taylor,WR,5,87,17.4,45,0,MEM
78,78,Terrance Ferguson,TE,7,87,12.4,17,0,ORE
79,78,Colston Loveland,TE,8,87,10.9,20,1,MICH
80,81,Anthony Smith,WR,5,86,17.2,39,1,ECU
81,82,Savion Williams,WR,11,85,7.7,17,1,TCU
82,83,Ja'Corey Brooks,WR,7,83,11.9,21,1,LOU
83,83,Kyron Hudson,WR,5,83,16.6,24,0,USC
84,83,De'Zhaun Stribling,WR,6,83,13.8,27,0,OKST
85,83,Javon Campbell,WR,4,83,20.8,31,1,ULM
86,87,Perry Thompson,WR,2,82,41.0,70,1,AUB
87,88,Eli Pancol,WR,7,81,11.6,55,1,DUKE
88,88,Rashod Owens,WR,3,81,27.0,58,1,OKST
89,88,Latrell Caples,WR,5,81,16.2,36,0,BOIS
90,88,Tez Johnson,WR,12,81,6.8,19,2,ORE
91,92,KeAndre Lambert-Smith,WR,3,80,26.7,67,2,AUB
92,92,Terry Lockett Jr.,WR,3,80,26.7,32,0,EMU
93,92,Omarion Dollison,WR,2,80,40.0,73,1,JMU
94,95,Devin McCuin,WR,11,79,7.2,16,2,UTSA
95,96,Trebor Pena,WR,6,78,13.0,20,2,SYR
96,96,Cayden Lee,WR,4,78,19.5,35,1,MISS
97,96,Evan Boyd,WR,3,78,26.0,47,1,CMU
98,99,Elijah Canion,WR,3,77,25.7,50,0,LIB
99,99,Caden Prieskorn,TE,3,77,25.7,46,1,MISS
100,99,Jalen Royals,WR,5,77,15.4,30,1,USU
101,102,Denzel Boston,WR,6,76,12.7,20,1,WASH
102,102,Nik McMillan,WR,5,76,15.2,31,1,BUFF
103,102,Coy Eakin,WR,5,76,15.2,35,2,TTU
104,102,Harvey Broussard,WR,4,76,19.0,50,1,UL
105,102,Antonio Williams,WR,6,76,12.7,36,0,CLEM
106,102,Marlion Jackson,WR,3,76,25.3,39,1,LT
107,108,Jayden Higgins,WR,5,75,15.0,21,1,ISU
108,108,Justin Joly,TE,5,75,15.0,22,0,NCSU
109,110,Matt Sykes,WR,6,74,12.3,28,0,RICE
110,110,Omari Hayes,WR,5,74,14.8,28,0,FAU
111,110,Eli Heidenreich,RB,4,74,18.5,39,2,NAVY
112,110,DT Sheffield,WR,7,74,10.6,17,0,UNT
113,114,Abdur-Rahmaan Yaseen,WR,5,73,14.6,44,0,USF
114,114,Kyson Brown,RB,2,73,36.5,68,1,ASU
115,114,Kam Shanks,WR,6,73,12.2,27,0,UAB
116,117,Stephen Gosnell,WR,3,72,24.0,44,0,VT
117,117,Donavon Greene,WR,3,72,24.0,35,1,WAKE
118,117,Quincy Skinner Jr.,WR,4,72,18.0,31,1,VAN
119,117,Censere Lee,WR,6,72,12.0,17,0,PITT
120,117,Malik Benson,WR,7,72,10.3,19,0,FSU
121,122,Max Klare,TE,5,71,14.2,43,1,PUR
122,122,Kam Thomas,WR,7,71,10.1,38,1,UTEP
123,122,Jayce Brown,WR,5,71,14.2,44,0,KSU
124,125,Isaiah Horton,WR,4,70,17.5,30,0,MIA
125,125,Antwane Wells Jr.,WR,2,70,35.0,61,1,MISS
126,125,Sterling Berkhalter,WR,2,70,35.0,61,1,CIN
127,125,Sean Brown,WR,6,70,11.7,18,0,CLT
128,125,Zeed Haynes,WR,4,70,17.5,42,0,SYR
129,125,Jojo Phillips,WR,2,70,35.0,57,1,BYU
130,125,Ryan Wingo,WR,4,70,17.5,30,0,TEX
131,132,Brant Kuithe,TE,4,69,17.3,29,3,UTAH
132,132,Ketron Jackson Jr.,WR,2,69,34.5,39,1,BAY
133,132,Courtney Jackson,WR,5,69,13.8,32,0,ARST
134,132,Jaden Williams,WR,7,69,9.9,34,1,TXST
135,132,Deuce Alexander,WR,5,69,13.8,25,1,WAKE
136,137,Aaron Turner,WR,2,68,34.0,49,0,CIN
137,137,Dorian Fleming,TE,4,68,17.0,28,1,GAST
138,139,Mac Dalena,WR,6,67,11.2,19,0,FRES
139,139,Harold Fannin Jr.,TE,6,67,11.2,21,0,BGSU
140,141,Ja'Mori Maclin,WR,2,66,33.0,46,0,UK
141,141,Gavin Bartholomew,TE,5,66,13.2,21,0,PITT
142,141,Reece Vander Zee,WR,5,66,13.2,19,2,IOWA
143,144,Kamdyn Benjamin,WR,5,65,13.0,36,1,TLSA
144,144,Kole Wilson,WR,7,65,9.3,13,0,TXST
145,146,Jay Wilkerson,WR,3,64,21.3,55,0,LT
146,146,Aaron Anderson,WR,5,64,12.8,41,1,LSU
147,148,Ife Adeyi,WR,5,63,12.6,32,1,SHSU
148,148,Luke Lachey,TE,6,63,10.5,19,0,IOWA
149,148,Jeremiah Webb,WR,3,63,21.0,41,0,USA
150,148,Pat Bryant,WR,5,63,12.6,28,2,ILL
151,148,Jalin Conyers,TE,5,63,12.6,36,1,TTU
152,148,London Humphreys,WR,2,63,31.5,40,1,UGA
153,148,Tavion Smith,WR,2,63,31.5,56,1,UL
154,148,David Wells Jr.,WR,2,63,31.5,55,1,ORST
155,156,Beaux Collins,WR,5,62,12.4,20,0,ND
156,156,Jaylin Lane,WR,4,62,15.5,26,0,VT
157,156,Mason Taylor,TE,7,62,8.9,15,0,LSU
158,156,Cam Coleman,WR,2,62,31.0,44,1,AUB
159,156,Eric Singleton Jr.,WR,6,62,10.3,12,0,GT
160,161,Treshaun Ward,RB,3,61,20.3,42,1,BC
161,161,Kobe Hudson,WR,2,61,30.5,46,0,UCF
162,161,Jahmal Banks,WR,4,61,15.3,21,1,NEB
163,161,Markus Allen,WR,3,61,20.3,40,0,EMU
164,161,Keelan Marion,WR,3,61,20.3,52,0,BYU
165,161,Benji Gosnell,TE,4,61,15.3,26,0,VT
166,161,Isaiah Bond,WR,5,61,12.2,23,1,TEX
167,161,Robert Henry,RB,1,61,61.0,61,0,UTSA
168,169,Kaden Prather,WR,6,60,10.0,15,0,MD
169,169,Devin Voisin,WR,5,60,12.0,19,0,USA
170,169,Jaden Bradley,WR,2,60,30.0,42,0,UNLV
171,169,Will Pauling,WR,6,60,10.0,17,0,WIS
172,169,Dane Key,WR,3,60,20.0,35,0,UK
173,174,Jake Bailey,WR,4,59,14.8,28,1,SMU
174,174,Jahmal Edrine,WR,4,59,14.8,20,0,PUR
175,174,Vandrevius Jacobs,WR,2,59,29.5,41,0,SC
176,174,Chris Brazzell,WR,5,59,11.8,23,0,IITENN
177,174,Willie McCoy,WR,4,59,14.8,45,0,UTSA
178,179,LaJohntay Wester,WR,5,58,11.6,25,0,COLO
179,179,Carnell Tate,WR,4,58,14.5,34,1,OSU
180,181,Trace Bruckler,TE,8,57,7.1,12,1,UNM
181,181,Mekhi Mews,WR,3,57,19.0,57,0,HOU
182,181,Jack Griese,RB,1,57,57.0,57,1,UVA
183,181,Desirrio Riles,TE,3,57,19.0,32,2,ECU
184,185,Chase Lane,WR,4,56,14.0,20,0,GT
185,185,Arian Smith,WR,5,56,11.2,32,0,UGA
186,185,Lake McRee,TE,5,56,11.2,19,0,USC
187,185,Marcus Bellon,WR,4,56,14.0,31,1,NEV
188,185,Konata Mumpfield,WR,5,56,11.2,14,1,PITT
189,185,Zachariah Branch,WR,4,56,14.0,19,0,USC
190,185,Johntay Cook,WR,3,56,18.7,40,0,IITEX
191,192,Daniel Jackson,WR,4,55,13.8,20,0,MINN
192,192,Dekel Crowdus,WR,4,55,13.8,29,1,HAW
193,192,Key'Shawn Smith,WR,2,55,27.5,35,1,SMU
194,192,Omari Evans,WR,2,55,27.5,55,0,PSU
195,192,Dalen Cobb,WR,4,55,13.8,18,1,GASO
196,192,Jeremiah Aaron,WR,3,55,18.3,26,0,UNT
197,198,Jamal Johnson,RB,4,54,13.5,32,0,BGSU
198,198,Mario Craver,WR,1,54,54.0,54,1,MSST
199,200,Kobie Campbell,WR,4,53,13.3,22,1,RICE
200,200,Cam Ross,WR,2,53,26.5,43,0,JMU
201,200,Kenyon Sadiq,TE,4,53,13.3,24,0,ORE
202,200,Isaac TeSlaa,WR,3,53,17.7,28,0,ARK
203,204,Ryan Davis,WR,6,52,8.7,15,0,UNM
204,204,Roderick Daniels Jr.,WR,5,52,10.4,23,0,SMU
205,204,J.J. Jones,WR,3,52,17.3,32,0,UNC
206,204,Tre Shackelford,WR,2,52,26.0,39,1,WSU
207,204,Wayshawn Parker,RB,1,52,52.0,52,1,WSU
208,209,Emeka Egbuka,WR,4,51,12.8,19,0,OSU
209,209,Kobe Pace,RB,2,51,25.5,52,0,UVA
210,209,Malik Elzy,WR,2,51,25.5,34,1,ILL
211,209,Qua Ashley,RB,1,51,51.0,51,0,KENN
212,213,Elijah Metcalf,WR,3,50,16.7,28,2,MRSH
213,213,Matthew Golden,WR,3,50,16.7,38,2,TEX
214,213,Ja'Kobi Lane,WR,3,50,16.7,28,1,USC
215,213,Eugene Wilson,WR,7,50,7.1,16,0,IIIFLA
216,217,Mookie Cooper,WR,1,49,49.0,49,0,MIZ
217,217,Myles Montgomery,RB,1,49,49.0,49,1,UCF
218,217,Luther Burden,WR,4,49,12.3,19,1,IIIMIZ
219,217,Caleb Burton,WR,2,49,24.5,41,0,IIIAUB
220,217,Chrishon McCray,WR,4,49,12.3,29,1,KENT
221,217,Duce Robinson,WR,2,49,24.5,38,0,USC
222,217,Jordyn Tyson,WR,4,49,12.3,20,0,ASU
223,224,Stephan Bracey Jr.,WR,2,48,24.0,33,0,CMU
224,225,Jalil Farooq,WR,1,47,47.0,47,0,OU
225,225,Jake Smith,WR,3,47,15.7,21,0,ASU
226,225,Tailique Williams,WR,5,47,9.4,24,0,GAST
227,225,Omari Kelly,WR,4,47,11.8,26,0,MTSU
228,225,Bauer Sharp,TE,5,47,9.4,14,1,OU
229,225,Nyziah Hunter,WR,4,47,11.8,26,1,CAL
230,225,Leland Smith,WR,2,47,23.5,31,1,PUR
231,232,Demeer Blankumsee,WR,3,46,15.3,35,0,MEM
232,232,Eli Stowers,TE,2,46,23.0,41,0,VAN
233,232,Malick Meiga,WR,1,46,46.0,46,0,CCU
234,232,Jacob Gill,WR,3,46,15.3,31,1,IOWA
235,232,Roydell Williams,RB,5,46,9.2,15,0,FSU
236,232,Brock Spalding,WR,4,46,11.5,20,0,ECU
237,232,Jordan Anthony,WR,3,46,15.3,24,0,ARK
238,232,DeAndre Buchannon,WR,2,46,23.0,34,0,GASO
239,240,Kyle Ford,WR,2,45,22.5,41,0,USC
240,240,Chris Parker,WR,3,45,15.0,21,0,CMU
241,240,Antario Brown,RB,2,45,22.5,33,0,NIU
242,240,Colin Weber,TE,6,45,7.5,10,0,CLT
243,240,Malique Dieudonne,WR,2,45,22.5,23,0,WMU
244,240,Jameson Tucker,WR,2,45,22.5,37,1,CCU
245,240,Omar Cooper Jr.,WR,3,45,15.0,26,0,IU
246,240,Isaiah Myers,WR,2,45,22.5,26,1,CLT
247,248,Jadon Thompson,WR,3,44,14.7,33,2,LOU
248,248,Jordan Hudson,WR,3,44,14.7,28,1,SMU
249,248,Eli Green,WR,4,44,11.0,22,0,ISU
250,248,Chuck Montgomery,WR,4,44,11.0,26,0,MRSH
251,248,Sire Gaines,RB,3,44,14.7,17,1,BOIS
252,253,Elijhah Badger,WR,3,43,14.3,19,0,FLA
253,253,Eli Wilson,TE,3,43,14.3,34,1,APP
254,253,Jackson Meeks,WR,2,43,21.5,35,0,SYR
255,253,Kobe Prentice,WR,3,43,14.3,20,0,ALA
256,253,Noah Rogers,WR,3,43,14.3,18,0,NCSU
257,253,Myles Butler,WR,4,43,10.8,15,1,MTSU
258,253,Boden Groen,TE,5,43,8.6,14,0,RICE
259,253,Yannick Smith,WR,3,43,14.3,17,0,ECU
260,261,Dannis Jackson,WR,3,42,14.0,29,0,USM
261,261,Khafre Brown,WR,2,42,21.0,25,0,ARK
262,261,Justin Lockhart,WR,4,42,10.5,13,1,SJSU
263,261,Moliki Matavao,TE,3,42,14.0,20,0,UCLA
264,261,Sean Atkins,WR,4,42,10.5,18,0,USF
265,261,Gunnar Helm,TE,2,42,21.0,37,0,TEX
266,261,Robert Williams,WR,4,42,10.5,15,0,UL
267,261,Jalen John,RB,5,42,8.4,11,0,MASS
268,261,Caleb Douglas,WR,4,42,10.5,14,1,TTU
269,261,Luke Hasz,TE,3,42,14.0,20,0,ARK
270,261,Brandon Chatman,RB,1,42,42.0,42,1,NAVY
271,261,Daniel Blood,WR,5,42,8.4,15,0,MIZ
272,261,Jacob De Jesus,WR,3,42,14.0,24,2,UNLV
273,274,Avery Boyd,WR,5,41,8.2,22,1,GT
274,274,Sahmir Hagans,WR,4,41,10.3,14,0,DUKE
275,274,Preston Fox,WR,2,41,20.5,25,0,WVU
276,274,Braylin Presley,WR,5,41,8.2,15,0,TLSA
277,274,Jake Newell,TE,2,41,20.5,29,0,AKR
278,274,Marquis Johnson,WR,4,41,10.3,18,0,MIZ
279,280,Myles Alston,WR,5,40,8.0,18,0,ODU
280,280,Jordan James,RB,4,40,10.0,12,0,ORE
281,280,Koby Drake,WR,3,40,13.3,21,0,MEM
282,280,Ashton Hollins,WR,2,40,20.0,29,0,ILL
283,280,Jordan Napier,WR,3,40,13.3,29,1,SDSU
284,280,Carson Kent,TE,3,40,13.3,25,1,KENN
285,286,Anthony Torres,TE,3,39,13.0,14,1,TOL
286,286,Taji Johnson,WR,2,39,19.5,32,1,BUFF
287,286,Bryson Green,WR,4,39,9.8,11,0,WIS
288,286,Eli Sanders,RB,2,39,19.5,31,0,UNM
289,286,Jaylin Lucas,RB,3,39,13.0,25,0,FSU
290,286,Gabriel Benyard,WR,4,39,9.8,22,0,KENN
291,286,Nick Cenacle,WR,6,39,6.5,15,0,HAW
292,286,Marcello Bussey,WR,2,39,19.5,30,0,MEM
293,294,Oscar Cardenas,TE,2,38,19.0,35,1,UTSA
294,294,Lawrance Toafili,RB,6,38,6.3,21,0,FSU
295,294,Cameron Davis,RB,3,38,12.7,32,0,WASH
296,294,Peyton Higgins,WR,4,38,9.5,19,0,TROY
297,294,Robert Briggs Jr.,RB,3,38,12.7,18,0,USU
298,294,Tykeem Wallace,WR,2,38,19.0,24,0,KENN
299,294,Trell Harris,WR,2,38,19.0,35,1,UVA
300,294,Dylan Wade,TE,2,38,19.0,25,0,MD
301,294,Elija Lofton,TE,2,38,19.0,35,0,MIA
302,294,TreyShun Hurry,WR,2,38,19.0,28,0,SJSU
303,294,Daidren Zipperer,WR,3,38,12.7,19,0,UTAH
304,294,Jakobie Keeney-James,WR,2,38,19.0,31,0,MASS
305,294,Jacob Stewart,TE,2,38,19.0,26,1,SJSU
306,307,Shamar Sandgren,WR,3,37,12.3,21,1,USA
307,307,Jeremiah Ballard,WR,2,37,18.5,29,1,TLSA
308,307,Jaydon Blue,RB,3,37,12.3,15,0,TEX
309,307,Dymere Miller,WR,4,37,9.3,16,1,RUTG
310,307,Junior Vandeross,WR,4,37,9.3,10,1,IIITOL
311,307,Lawson Luckie,TE,2,37,18.5,31,0,UGA
312,307,Traylon Ray,WR,4,37,9.3,25,0,WVU
313,307,Sam Jackson,WR,1,37,37.0,37,1,VAUB
314,307,Ashtyn Hawkins,WR,2,37,18.5,32,1,BAY
315,307,Wesley Grimes,WR,2,37,18.5,23,0,NCSU
316,307,Kanye Roberts,RB,3,37,12.3,15,0,APP
317,307,Demarcus Lacey,WR,3,37,12.3,14,0,JVST
318,319,Dante Wright,WR,3,36,12.0,28,0,TEM
319,319,Traeshon Holden,WR,3,36,12.0,21,0,ORE
320,319,Solo Lewis,WR,2,36,18.0,28,1,LT
321,319,J.Michael Sturdivant,WR,3,36,12.0,16,0,UCLA
322,319,Deion Burks,WR,6,36,6.0,14,3,OU
323,319,Jace Henry,TE,4,36,9.0,17,2,NEV
324,319,Monaray Baldwin,WR,2,36,18.0,22,0,BAY
325,319,Zach Horton,TE,3,36,12.0,14,1,IU
326,319,Parker Kingston,WR,1,36,36.0,36,0,BYU
327,319,Cam Thompson,WR,2,36,18.0,25,1,NIU
328,329,Casey Kelly,TE,3,35,11.7,22,1,ECU
329,329,Tyrone Broden,WR,3,35,11.7,18,1,ARK
330,329,Brennan Presley,WR,7,35,5.0,10,1,OKST
331,329,PJ Johnson,WR,2,35,17.5,19,0,IIINMSU
332,329,Terrance Carter,TE,3,35,11.7,15,1,UL
333,329,Taz Reddicks,WR,2,35,17.5,23,0,ORST
334,329,Alex Perry,WR,4,35,8.8,12,0,HAW
335,336,Mavin Anderson,WR,4,34,8.5,19,0,CAL
336,336,Jake Orlando,TE,1,34,34.0,34,0,BUFF
337,336,Jaydn Ott,RB,4,34,8.5,23,0,CAL
338,336,Samuel Brown,RB,1,34,34.0,34,1,VRUTG
339,336,Kyirin Heath,TE,1,34,34.0,34,0,USM
340,336,Connor Vaughn,TE,2,34,17.0,20,2,TLSA
341,336,Trech Kekahuna,WR,3,34,11.3,14,0,WIS
342,336,Junior Sherrill,WR,3,34,11.3,16,0,VAN
343,336,Noreel White,WR,2,34,17.0,20,0,MISS
344,336,Isaiah Sategna,WR,1,34,34.0,34,0,ARK
345,336,Victor Snow,WR,4,34,8.5,14,0,BUFF
346,336,Hudson Clement,WR,2,34,17.0,20,0,WVU
347,348,Jimmy Holiday,WR,2,33,16.5,21,0,LT
348,348,Michael Trigg,TE,2,33,16.5,17,1,BAY
349,348,Dominic Lovett,WR,3,33,11.0,15,0,UGA
350,348,George Pettaway,RB,1,33,33.0,33,1,JMU
